application_date,segment,branch_id,state,zone,no_of_applicants
23-11-2017,1,61,GUJARAT,WEST,52
23-11-2017,1,62,PUNJAB,NORTH,6
23-11-2017,1,63,JHARKHAND,SOUTH,26
23-11-2017,1,64,KARNATAKA,SOUTH,13
23-11-2017,1,65,ASSAM,EAST,38
23-11-2017,1,66,ANDHRA PRADESH,SOUTH,0
23-11-2017,1,67,GUJARAT,WEST,87
23-11-2017,1,68,GUJARAT,WEST,17
23-11-2017,1,69,TAMIL NADU,SOUTH,0
23-11-2017,1,70,MAHARASHTRA,WEST,9
23-11-2017,1,72,PUNJAB,NORTH,5
23-11-2017,1,73,PUNJAB,NORTH,9
23-11-2017,1,74,MAHARASHTRA,WEST,40
23-11-2017,1,76,TAMIL NADU,SOUTH,13
23-11-2017,1,77,MAHARASHTRA,WEST,17
23-11-2017,1,78,MAHARASHTRA,WEST,22
23-11-2017,1,79,UTTARAKHAND,EAST,19
23-11-2017,1,82,KERALA,SOUTH,4
23-11-2017,1,84,CHHATTISGARH,CENTRAL,0
23-11-2017,1,85,MAHARASHTRA,WEST,29
23-11-2017,1,100,UTTAR PRADESH,EAST,0
23-11-2017,1,101,UTTAR PRADESH,EAST,0
23-11-2017,1,103,BIHAR,EAST,36
23-11-2017,1,104,JHARKHAND,SOUTH,8
23-11-2017,1,105,GUJARAT,WEST,20
23-11-2017,1,111,ANDHRA PRADESH,SOUTH,0
23-11-2017,1,117,MAHARASHTRA,WEST,0
23-11-2017,1,120,TRIPURA,EAST,0
23-11-2017,1,121,KARNATAKA,SOUTH,0
23-11-2017,1,135,MAHARASHTRA,WEST,155
23-11-2017,1,136,TAMIL NADU,SOUTH,79
23-11-2017,1,137,MAHARASHTRA,WEST,27
23-11-2017,1,147,MADHYA PRADESH,CENTRAL,18
23-11-2017,1,159,BIHAR,EAST,0
23-11-2017,1,165,ORISSA,EAST,13
23-11-2017,1,202,UTTARAKHAND,EAST,12
23-11-2017,1,207,GUJARAT,WEST,0
23-11-2017,1,217,BIHAR,EAST,0
23-11-2017,1,248,MAHARASHTRA,WEST,13
23-11-2017,1,249,MAHARASHTRA,WEST,8
23-11-2017,1,250,GUJARAT,WEST,17
23-11-2017,1,251,TRIPURA,EAST,31
23-11-2017,1,254,ASSAM,EAST,4
23-11-2017,1,255,ASSAM,EAST,7
23-11-2017,1,257,GUJARAT,WEST,0
23-11-2017,1,258,HARYANA,NORTH,0
23-11-2017,1,259,HARYANA,NORTH,0
23-11-2017,1,260,TAMIL NADU,SOUTH,0
23-11-2017,1,261,HARYANA,NORTH,0
23-11-2017,1,262,UTTAR PRADESH,EAST,0
23-11-2017,1,263,ANDHRA PRADESH,SOUTH,0
23-11-2017,1,264,PUNJAB,NORTH,0
23-11-2017,1,265,ANDHRA PRADESH,SOUTH,0
23-11-2017,1,266,TELANGANA,SOUTH,0
23-11-2017,1,267,ANDHRA PRADESH,SOUTH,0
23-11-2017,1,268,UTTAR PRADESH,EAST,0
23-11-2017,1,269,UTTAR PRADESH,EAST,0
23-11-2017,1,270,UTTAR PRADESH,EAST,0
23-11-2017,1,271,HARYANA,NORTH,0
24-11-2017,1,1,WEST BENGAL,EAST,124
24-11-2017,1,3,DELHI,NORTH,93
24-11-2017,1,5,KARNATAKA,SOUTH,133
24-11-2017,1,7,WEST BENGAL,EAST,36
24-11-2017,1,8,WEST BENGAL,EAST,45
24-11-2017,1,9,WEST BENGAL,EAST,16
24-11-2017,1,10,WEST BENGAL,EAST,43
24-11-2017,1,11,WEST BENGAL,EAST,44
24-11-2017,1,13,TAMIL NADU,SOUTH,26
24-11-2017,1,14,UTTAR PRADESH,EAST,0
24-11-2017,1,15,PUNJAB,NORTH,18
24-11-2017,1,16,TELANGANA,SOUTH,71
24-11-2017,1,17,ANDHRA PRADESH,SOUTH,10
24-11-2017,1,18,MAHARASHTRA,WEST,58
24-11-2017,1,19,MAHARASHTRA,WEST,100
24-11-2017,1,20,ORISSA,SOUTH,40
24-11-2017,1,21,MAHARASHTRA,WEST,51
24-11-2017,1,29,WEST BENGAL,EAST,16
24-11-2017,1,34,GUJARAT,WEST,99
24-11-2017,1,35,TAMIL NADU,SOUTH,0
24-11-2017,1,36,ASSAM,EAST,65
24-11-2017,1,42,WEST BENGAL,EAST,33
24-11-2017,1,43,TAMIL NADU,SOUTH,0
24-11-2017,1,48,ORISSA,SOUTH,41
24-11-2017,1,61,GUJARAT,WEST,48
24-11-2017,1,62,PUNJAB,NORTH,5
24-11-2017,1,63,JHARKHAND,SOUTH,24
24-11-2017,1,64,KARNATAKA,SOUTH,16
24-11-2017,1,65,ASSAM,EAST,27
24-11-2017,1,66,ANDHRA PRADESH,SOUTH,0
24-11-2017,1,67,GUJARAT,WEST,98
24-11-2017,1,68,GUJARAT,WEST,16
24-11-2017,1,69,TAMIL NADU,SOUTH,0
24-11-2017,1,70,MAHARASHTRA,WEST,10
24-11-2017,1,72,PUNJAB,NORTH,12
24-11-2017,1,73,PUNJAB,NORTH,11
24-11-2017,1,74,MAHARASHTRA,WEST,39
24-11-2017,1,76,TAMIL NADU,SOUTH,4
24-11-2017,1,77,MAHARASHTRA,WEST,22
24-11-2017,1,78,MAHARASHTRA,WEST,20
24-11-2017,1,79,UTTARAKHAND,EAST,15
24-11-2017,1,82,KERALA,SOUTH,5
24-11-2017,1,84,CHHATTISGARH,CENTRAL,0
24-11-2017,1,85,MAHARASHTRA,WEST,19
24-11-2017,1,100,UTTAR PRADESH,EAST,0
24-11-2017,1,101,UTTAR PRADESH,EAST,0
24-11-2017,1,103,BIHAR,EAST,32
24-11-2017,1,104,JHARKHAND,SOUTH,20
24-11-2017,1,105,GUJARAT,WEST,18
24-11-2017,1,111,ANDHRA PRADESH,SOUTH,0
24-11-2017,1,117,MAHARASHTRA,WEST,0
24-11-2017,1,120,TRIPURA,EAST,40
24-11-2017,1,121,KARNATAKA,SOUTH,0
24-11-2017,1,135,MAHARASHTRA,WEST,125
24-11-2017,1,136,TAMIL NADU,SOUTH,66
24-11-2017,1,137,MAHARASHTRA,WEST,20
24-11-2017,1,147,MADHYA PRADESH,CENTRAL,15
24-11-2017,1,159,BIHAR,EAST,0
24-11-2017,1,165,ORISSA,EAST,6
24-11-2017,1,202,UTTARAKHAND,EAST,15
24-11-2017,1,207,GUJARAT,WEST,0
24-11-2017,1,217,BIHAR,EAST,0
24-11-2017,1,248,MAHARASHTRA,WEST,12
24-11-2017,1,249,MAHARASHTRA,WEST,2
24-11-2017,1,250,GUJARAT,WEST,19
24-11-2017,1,251,TRIPURA,EAST,31
24-11-2017,1,254,ASSAM,EAST,1
24-11-2017,1,255,ASSAM,EAST,5
24-11-2017,1,257,GUJARAT,WEST,0
24-11-2017,1,258,HARYANA,NORTH,0
24-11-2017,1,259,HARYANA,NORTH,0
24-11-2017,1,260,TAMIL NADU,SOUTH,0
24-11-2017,1,261,HARYANA,NORTH,0
24-11-2017,1,262,UTTAR PRADESH,EAST,0
24-11-2017,1,263,ANDHRA PRADESH,SOUTH,0
24-11-2017,1,264,PUNJAB,NORTH,0
24-11-2017,1,265,ANDHRA PRADESH,SOUTH,0
24-11-2017,1,266,TELANGANA,SOUTH,0
24-11-2017,1,267,ANDHRA PRADESH,SOUTH,0
24-11-2017,1,268,UTTAR PRADESH,EAST,0
24-11-2017,1,269,UTTAR PRADESH,EAST,0
24-11-2017,1,270,UTTAR PRADESH,EAST,0
24-11-2017,1,271,HARYANA,NORTH,0
25-11-2017,1,1,WEST BENGAL,EAST,115
25-11-2017,1,3,DELHI,NORTH,30
25-11-2017,1,5,KARNATAKA,SOUTH,137
25-11-2017,1,7,WEST BENGAL,EAST,19
25-11-2017,1,8,WEST BENGAL,EAST,39
25-11-2017,1,9,WEST BENGAL,EAST,26
25-11-2017,1,10,WEST BENGAL,EAST,29
25-11-2017,1,11,WEST BENGAL,EAST,33
25-11-2017,1,13,TAMIL NADU,SOUTH,18
25-11-2017,1,14,UTTAR PRADESH,EAST,0
25-11-2017,1,15,PUNJAB,NORTH,9
25-11-2017,1,16,TELANGANA,SOUTH,79
25-11-2017,1,17,ANDHRA PRADESH,SOUTH,17
25-11-2017,1,18,MAHARASHTRA,WEST,48
25-11-2017,1,19,MAHARASHTRA,WEST,74
25-11-2017,1,20,ORISSA,SOUTH,18
25-11-2017,1,21,MAHARASHTRA,WEST,41
25-11-2017,1,29,WEST BENGAL,EAST,13
25-11-2017,1,34,GUJARAT,WEST,85
25-11-2017,1,35,TAMIL NADU,SOUTH,0
25-11-2017,1,36,ASSAM,EAST,37
25-11-2017,1,42,WEST BENGAL,EAST,20
25-11-2017,1,43,TAMIL NADU,SOUTH,0
25-11-2017,1,48,ORISSA,SOUTH,18
25-11-2017,1,61,GUJARAT,WEST,34
25-11-2017,1,62,PUNJAB,NORTH,2
25-11-2017,1,63,JHARKHAND,SOUTH,8
25-11-2017,1,64,KARNATAKA,SOUTH,4
25-11-2017,1,65,ASSAM,EAST,19
25-11-2017,1,66,ANDHRA PRADESH,SOUTH,0
25-11-2017,1,67,GUJARAT,WEST,82
25-11-2017,1,68,GUJARAT,WEST,2
25-11-2017,1,69,TAMIL NADU,SOUTH,0
25-11-2017,1,70,MAHARASHTRA,WEST,4
25-11-2017,1,72,PUNJAB,NORTH,3
25-11-2017,1,73,PUNJAB,NORTH,6
25-11-2017,1,74,MAHARASHTRA,WEST,31
25-11-2017,1,76,TAMIL NADU,SOUTH,7
25-11-2017,1,77,MAHARASHTRA,WEST,8
25-11-2017,1,78,MAHARASHTRA,WEST,14
25-11-2017,1,79,UTTARAKHAND,EAST,3
25-11-2017,1,82,KERALA,SOUTH,3
25-11-2017,1,84,CHHATTISGARH,CENTRAL,0
25-11-2017,1,85,MAHARASHTRA,WEST,7
25-11-2017,1,100,UTTAR PRADESH,EAST,0
25-11-2017,1,101,UTTAR PRADESH,EAST,0
25-11-2017,1,103,BIHAR,EAST,26
25-11-2017,1,104,JHARKHAND,SOUTH,8
25-11-2017,1,105,GUJARAT,WEST,15
25-11-2017,1,111,ANDHRA PRADESH,SOUTH,0
25-11-2017,1,117,MAHARASHTRA,WEST,0
25-11-2017,1,120,TRIPURA,EAST,22
25-11-2017,1,121,KARNATAKA,SOUTH,0
25-11-2017,1,135,MAHARASHTRA,WEST,125
25-11-2017,1,136,TAMIL NADU,SOUTH,56
25-11-2017,1,137,MAHARASHTRA,WEST,20
25-11-2017,1,147,MADHYA PRADESH,CENTRAL,7
25-11-2017,1,159,BIHAR,EAST,0
25-11-2017,1,165,ORISSA,EAST,5
25-11-2017,1,202,UTTARAKHAND,EAST,11
25-11-2017,1,207,GUJARAT,WEST,0
25-11-2017,1,217,BIHAR,EAST,0
25-11-2017,1,248,MAHARASHTRA,WEST,6
25-11-2017,1,249,MAHARASHTRA,WEST,4
25-11-2017,1,250,GUJARAT,WEST,4
25-11-2017,1,251,TRIPURA,EAST,14
25-11-2017,1,254,ASSAM,EAST,0
25-11-2017,1,255,ASSAM,EAST,6
25-11-2017,1,257,GUJARAT,WEST,0
25-11-2017,1,258,HARYANA,NORTH,0
25-11-2017,1,259,HARYANA,NORTH,0
25-11-2017,1,260,TAMIL NADU,SOUTH,0
25-11-2017,1,261,HARYANA,NORTH,0
25-11-2017,1,262,UTTAR PRADESH,EAST,0
25-11-2017,1,263,ANDHRA PRADESH,SOUTH,0
25-11-2017,1,264,PUNJAB,NORTH,0
25-11-2017,1,265,ANDHRA PRADESH,SOUTH,0
25-11-2017,1,266,TELANGANA,SOUTH,0
25-11-2017,1,267,ANDHRA PRADESH,SOUTH,0
25-11-2017,1,268,UTTAR PRADESH,EAST,0
25-11-2017,1,269,UTTAR PRADESH,EAST,0
25-11-2017,1,270,UTTAR PRADESH,EAST,0
25-11-2017,1,271,HARYANA,NORTH,0
26-11-2017,1,1,WEST BENGAL,EAST,71
26-11-2017,1,3,DELHI,NORTH,102
26-11-2017,1,5,KARNATAKA,SOUTH,14
26-11-2017,1,7,WEST BENGAL,EAST,5
26-11-2017,1,8,WEST BENGAL,EAST,24
26-11-2017,1,9,WEST BENGAL,EAST,14
26-11-2017,1,10,WEST BENGAL,EAST,2
26-11-2017,1,11,WEST BENGAL,EAST,23
26-11-2017,1,13,TAMIL NADU,SOUTH,1
26-11-2017,1,14,UTTAR PRADESH,EAST,0
26-11-2017,1,15,PUNJAB,NORTH,8
26-11-2017,1,16,TELANGANA,SOUTH,5
26-11-2017,1,17,ANDHRA PRADESH,SOUTH,0
26-11-2017,1,18,MAHARASHTRA,WEST,11
26-11-2017,1,19,MAHARASHTRA,WEST,30
26-11-2017,1,20,ORISSA,SOUTH,9
26-11-2017,1,21,MAHARASHTRA,WEST,3
26-11-2017,1,29,WEST BENGAL,EAST,8
26-11-2017,1,34,GUJARAT,WEST,10
26-11-2017,1,35,TAMIL NADU,SOUTH,0
26-11-2017,1,36,ASSAM,EAST,10
26-11-2017,1,42,WEST BENGAL,EAST,12
26-11-2017,1,43,TAMIL NADU,SOUTH,0
26-11-2017,1,48,ORISSA,SOUTH,9
26-11-2017,1,61,GUJARAT,WEST,11
26-11-2017,1,62,PUNJAB,NORTH,2
26-11-2017,1,63,JHARKHAND,SOUTH,13
26-11-2017,1,64,KARNATAKA,SOUTH,0
26-11-2017,1,65,ASSAM,EAST,6
26-11-2017,1,66,ANDHRA PRADESH,SOUTH,0
26-11-2017,1,67,GUJARAT,WEST,10
26-11-2017,1,68,GUJARAT,WEST,0
26-11-2017,1,69,TAMIL NADU,SOUTH,0
26-11-2017,1,70,MAHARASHTRA,WEST,1
26-11-2017,1,72,PUNJAB,NORTH,3
26-11-2017,1,73,PUNJAB,NORTH,6
26-11-2017,1,74,MAHARASHTRA,WEST,6
26-11-2017,1,76,TAMIL NADU,SOUTH,0
26-11-2017,1,77,MAHARASHTRA,WEST,3
26-11-2017,1,78,MAHARASHTRA,WEST,2
26-11-2017,1,79,UTTARAKHAND,EAST,14
26-11-2017,1,82,KERALA,SOUTH,0
26-11-2017,1,84,CHHATTISGARH,CENTRAL,0
26-11-2017,1,85,MAHARASHTRA,WEST,0
26-11-2017,1,100,UTTAR PRADESH,EAST,0
26-11-2017,1,101,UTTAR PRADESH,EAST,0
26-11-2017,1,103,BIHAR,EAST,15
26-11-2017,1,104,JHARKHAND,SOUTH,9
26-11-2017,1,105,GUJARAT,WEST,0
26-11-2017,1,111,ANDHRA PRADESH,SOUTH,0
26-11-2017,1,117,MAHARASHTRA,WEST,0
26-11-2017,1,120,TRIPURA,EAST,8
26-11-2017,1,121,KARNATAKA,SOUTH,0
26-11-2017,1,135,MAHARASHTRA,WEST,47
26-11-2017,1,136,TAMIL NADU,SOUTH,9
26-11-2017,1,137,MAHARASHTRA,WEST,5
26-11-2017,1,147,MADHYA PRADESH,CENTRAL,9
26-11-2017,1,159,BIHAR,EAST,0
26-11-2017,1,165,ORISSA,EAST,5
26-11-2017,1,202,UTTARAKHAND,EAST,8
26-11-2017,1,207,GUJARAT,WEST,0
26-11-2017,1,217,BIHAR,EAST,0
26-11-2017,1,248,MAHARASHTRA,WEST,1
26-11-2017,1,249,MAHARASHTRA,WEST,2
26-11-2017,1,250,GUJARAT,WEST,0
26-11-2017,1,251,TRIPURA,EAST,6
26-11-2017,1,254,ASSAM,EAST,0
26-11-2017,1,255,ASSAM,EAST,0
26-11-2017,1,257,GUJARAT,WEST,0
26-11-2017,1,258,HARYANA,NORTH,0
26-11-2017,1,259,HARYANA,NORTH,0
26-11-2017,1,260,TAMIL NADU,SOUTH,0
26-11-2017,1,261,HARYANA,NORTH,0
26-11-2017,1,262,UTTAR PRADESH,EAST,0
26-11-2017,1,263,ANDHRA PRADESH,SOUTH,0
26-11-2017,1,264,PUNJAB,NORTH,0
26-11-2017,1,265,ANDHRA PRADESH,SOUTH,0
26-11-2017,1,266,TELANGANA,SOUTH,0
26-11-2017,1,267,ANDHRA PRADESH,SOUTH,0
26-11-2017,1,268,UTTAR PRADESH,EAST,0
26-11-2017,1,269,UTTAR PRADESH,EAST,0
26-11-2017,1,270,UTTAR PRADESH,EAST,0
26-11-2017,1,271,HARYANA,NORTH,0
27-11-2017,1,1,WEST BENGAL,EAST,131
27-11-2017,1,3,DELHI,NORTH,89
27-11-2017,1,5,KARNATAKA,SOUTH,117
27-11-2017,1,7,WEST BENGAL,EAST,34
27-11-2017,1,8,WEST BENGAL,EAST,32
27-11-2017,1,9,WEST BENGAL,EAST,32
27-11-2017,1,10,WEST BENGAL,EAST,51
27-11-2017,1,11,WEST BENGAL,EAST,32
27-11-2017,1,13,TAMIL NADU,SOUTH,30
27-11-2017,1,14,UTTAR PRADESH,EAST,0
27-11-2017,1,15,PUNJAB,NORTH,13
27-11-2017,1,16,TELANGANA,SOUTH,95
27-11-2017,1,17,ANDHRA PRADESH,SOUTH,7
27-11-2017,1,18,MAHARASHTRA,WEST,68
27-11-2017,1,19,MAHARASHTRA,WEST,92
27-11-2017,1,20,ORISSA,SOUTH,58
27-11-2017,1,21,MAHARASHTRA,WEST,55
27-11-2017,1,29,WEST BENGAL,EAST,16
27-11-2017,1,34,GUJARAT,WEST,111
27-11-2017,1,35,TAMIL NADU,SOUTH,0
27-11-2017,1,36,ASSAM,EAST,69
27-11-2017,1,42,WEST BENGAL,EAST,33
27-11-2017,1,43,TAMIL NADU,SOUTH,0
27-11-2017,1,48,ORISSA,SOUTH,33
27-11-2017,1,61,GUJARAT,WEST,59
27-11-2017,1,62,PUNJAB,NORTH,13
27-11-2017,1,63,JHARKHAND,SOUTH,19
27-11-2017,1,64,KARNATAKA,SOUTH,10
27-11-2017,1,65,ASSAM,EAST,26
27-11-2017,1,66,ANDHRA PRADESH,SOUTH,0
27-11-2017,1,67,GUJARAT,WEST,140
27-11-2017,1,68,GUJARAT,WEST,15
27-11-2017,1,69,TAMIL NADU,SOUTH,0
27-11-2017,1,70,MAHARASHTRA,WEST,8
27-11-2017,1,72,PUNJAB,NORTH,9
27-11-2017,1,73,PUNJAB,NORTH,17
27-11-2017,1,74,MAHARASHTRA,WEST,46
27-11-2017,1,76,TAMIL NADU,SOUTH,10
27-11-2017,1,77,MAHARASHTRA,WEST,13
27-11-2017,1,78,MAHARASHTRA,WEST,19
27-11-2017,1,79,UTTARAKHAND,EAST,14
27-11-2017,1,82,KERALA,SOUTH,5
27-11-2017,1,84,CHHATTISGARH,CENTRAL,0
27-11-2017,1,85,MAHARASHTRA,WEST,21
27-11-2017,1,100,UTTAR PRADESH,EAST,0
27-11-2017,1,101,UTTAR PRADESH,EAST,0
27-11-2017,1,103,BIHAR,EAST,28
27-11-2017,1,104,JHARKHAND,SOUTH,23
27-11-2017,1,105,GUJARAT,WEST,14
27-11-2017,1,111,ANDHRA PRADESH,SOUTH,0
27-11-2017,1,117,MAHARASHTRA,WEST,1
27-11-2017,1,120,TRIPURA,EAST,46
27-11-2017,1,121,KARNATAKA,SOUTH,0
27-11-2017,1,135,MAHARASHTRA,WEST,150
27-11-2017,1,136,TAMIL NADU,SOUTH,68
27-11-2017,1,137,MAHARASHTRA,WEST,19
27-11-2017,1,147,MADHYA PRADESH,CENTRAL,11
27-11-2017,1,159,BIHAR,EAST,0
27-11-2017,1,165,ORISSA,EAST,15
27-11-2017,1,202,UTTARAKHAND,EAST,15
27-11-2017,1,207,GUJARAT,WEST,0
27-11-2017,1,217,BIHAR,EAST,0
27-11-2017,1,248,MAHARASHTRA,WEST,13
27-11-2017,1,249,MAHARASHTRA,WEST,1
27-11-2017,1,250,GUJARAT,WEST,22
27-11-2017,1,251,TRIPURA,EAST,22
27-11-2017,1,254,ASSAM,EAST,8
27-11-2017,1,255,ASSAM,EAST,6
27-11-2017,1,257,GUJARAT,WEST,0
27-11-2017,1,258,HARYANA,NORTH,0
27-11-2017,1,259,HARYANA,NORTH,0
27-11-2017,1,260,TAMIL NADU,SOUTH,0
27-11-2017,1,261,HARYANA,NORTH,0
27-11-2017,1,262,UTTAR PRADESH,EAST,0
27-11-2017,1,263,ANDHRA PRADESH,SOUTH,0
27-11-2017,1,264,PUNJAB,NORTH,0
27-11-2017,1,265,ANDHRA PRADESH,SOUTH,0
27-11-2017,1,266,TELANGANA,SOUTH,0
27-11-2017,1,267,ANDHRA PRADESH,SOUTH,0
27-11-2017,1,268,UTTAR PRADESH,EAST,0
27-11-2017,1,269,UTTAR PRADESH,EAST,0
27-11-2017,1,270,UTTAR PRADESH,EAST,0
27-11-2017,1,271,HARYANA,NORTH,0
28-11-2017,1,1,WEST BENGAL,EAST,111
28-11-2017,1,3,DELHI,NORTH,66
28-11-2017,1,5,KARNATAKA,SOUTH,108
28-11-2017,1,7,WEST BENGAL,EAST,23
28-11-2017,1,8,WEST BENGAL,EAST,37
28-11-2017,1,9,WEST BENGAL,EAST,23
28-11-2017,1,10,WEST BENGAL,EAST,44
28-11-2017,1,11,WEST BENGAL,EAST,26
28-11-2017,1,13,TAMIL NADU,SOUTH,16
28-11-2017,1,14,UTTAR PRADESH,EAST,0
28-11-2017,1,15,PUNJAB,NORTH,10
28-11-2017,1,16,TELANGANA,SOUTH,83
28-11-2017,1,17,ANDHRA PRADESH,SOUTH,10
28-11-2017,1,18,MAHARASHTRA,WEST,44
28-11-2017,1,19,MAHARASHTRA,WEST,94
28-11-2017,1,20,ORISSA,SOUTH,37
28-11-2017,1,21,MAHARASHTRA,WEST,60
28-11-2017,1,29,WEST BENGAL,EAST,8
28-11-2017,1,34,GUJARAT,WEST,119
28-11-2017,1,35,TAMIL NADU,SOUTH,0
28-11-2017,1,36,ASSAM,EAST,52
28-11-2017,1,42,WEST BENGAL,EAST,27
28-11-2017,1,43,TAMIL NADU,SOUTH,0
28-11-2017,1,48,ORISSA,SOUTH,33
28-11-2017,1,61,GUJARAT,WEST,45
28-11-2017,1,62,PUNJAB,NORTH,7
28-11-2017,1,63,JHARKHAND,SOUTH,18
28-11-2017,1,64,KARNATAKA,SOUTH,11
28-11-2017,1,65,ASSAM,EAST,16
28-11-2017,1,66,ANDHRA PRADESH,SOUTH,0
28-11-2017,1,67,GUJARAT,WEST,141
28-11-2017,1,68,GUJARAT,WEST,16
28-11-2017,1,69,TAMIL NADU,SOUTH,0
28-11-2017,1,70,MAHARASHTRA,WEST,11
28-11-2017,1,72,PUNJAB,NORTH,11
28-11-2017,1,73,PUNJAB,NORTH,22
28-11-2017,1,74,MAHARASHTRA,WEST,37
28-11-2017,1,76,TAMIL NADU,SOUTH,3
28-11-2017,1,77,MAHARASHTRA,WEST,11
28-11-2017,1,78,MAHARASHTRA,WEST,19
28-11-2017,1,79,UTTARAKHAND,EAST,11
28-11-2017,1,82,KERALA,SOUTH,7
28-11-2017,1,84,CHHATTISGARH,CENTRAL,0
28-11-2017,1,85,MAHARASHTRA,WEST,10
28-11-2017,1,100,UTTAR PRADESH,EAST,0
28-11-2017,1,101,UTTAR PRADESH,EAST,0
28-11-2017,1,103,BIHAR,EAST,32
28-11-2017,1,104,JHARKHAND,SOUTH,22
28-11-2017,1,105,GUJARAT,WEST,12
28-11-2017,1,111,ANDHRA PRADESH,SOUTH,0
28-11-2017,1,117,MAHARASHTRA,WEST,0
28-11-2017,1,120,TRIPURA,EAST,28
28-11-2017,1,121,KARNATAKA,SOUTH,0
28-11-2017,1,135,MAHARASHTRA,WEST,117
28-11-2017,1,136,TAMIL NADU,SOUTH,55
28-11-2017,1,137,MAHARASHTRA,WEST,28
28-11-2017,1,147,MADHYA PRADESH,CENTRAL,16
28-11-2017,1,159,BIHAR,EAST,0
28-11-2017,1,165,ORISSA,EAST,9
28-11-2017,1,202,UTTARAKHAND,EAST,11
28-11-2017,1,207,GUJARAT,WEST,0
28-11-2017,1,217,BIHAR,EAST,0
28-11-2017,1,248,MAHARASHTRA,WEST,13
28-11-2017,1,249,MAHARASHTRA,WEST,10
28-11-2017,1,250,GUJARAT,WEST,19
28-11-2017,1,251,TRIPURA,EAST,20
28-11-2017,1,254,ASSAM,EAST,4
28-11-2017,1,255,ASSAM,EAST,4
28-11-2017,1,257,GUJARAT,WEST,0
28-11-2017,1,258,HARYANA,NORTH,0
28-11-2017,1,259,HARYANA,NORTH,0
28-11-2017,1,260,TAMIL NADU,SOUTH,0
28-11-2017,1,261,HARYANA,NORTH,0
28-11-2017,1,262,UTTAR PRADESH,EAST,0
28-11-2017,1,263,ANDHRA PRADESH,SOUTH,0
28-11-2017,1,264,PUNJAB,NORTH,0
28-11-2017,1,265,ANDHRA PRADESH,SOUTH,0
28-11-2017,1,266,TELANGANA,SOUTH,0
28-11-2017,1,267,ANDHRA PRADESH,SOUTH,0
28-11-2017,1,268,UTTAR PRADESH,EAST,0
28-11-2017,1,269,UTTAR PRADESH,EAST,0
28-11-2017,1,270,UTTAR PRADESH,EAST,0
28-11-2017,1,271,HARYANA,NORTH,0
29-11-2017,1,1,WEST BENGAL,EAST,140
29-11-2017,1,3,DELHI,NORTH,83
29-11-2017,1,5,KARNATAKA,SOUTH,116
29-11-2017,1,7,WEST BENGAL,EAST,41
29-11-2017,1,8,WEST BENGAL,EAST,42
29-11-2017,1,9,WEST BENGAL,EAST,19
29-11-2017,1,10,WEST BENGAL,EAST,26
29-11-2017,1,11,WEST BENGAL,EAST,26
29-11-2017,1,13,TAMIL NADU,SOUTH,28
29-11-2017,1,14,UTTAR PRADESH,EAST,0
29-11-2017,1,15,PUNJAB,NORTH,19
29-11-2017,1,16,TELANGANA,SOUTH,109
29-11-2017,1,17,ANDHRA PRADESH,SOUTH,11
29-11-2017,1,18,MAHARASHTRA,WEST,44
29-11-2017,1,19,MAHARASHTRA,WEST,92
29-11-2017,1,20,ORISSA,SOUTH,39
29-11-2017,1,21,MAHARASHTRA,WEST,55
29-11-2017,1,29,WEST BENGAL,EAST,19
29-11-2017,1,34,GUJARAT,WEST,103
29-11-2017,1,35,TAMIL NADU,SOUTH,0
29-11-2017,1,36,ASSAM,EAST,64
29-11-2017,1,42,WEST BENGAL,EAST,33
29-11-2017,1,43,TAMIL NADU,SOUTH,0
29-11-2017,1,48,ORISSA,SOUTH,41
29-11-2017,1,61,GUJARAT,WEST,40
29-11-2017,1,62,PUNJAB,NORTH,14
29-11-2017,1,63,JHARKHAND,SOUTH,20
29-11-2017,1,64,KARNATAKA,SOUTH,17
29-11-2017,1,65,ASSAM,EAST,30
29-11-2017,1,66,ANDHRA PRADESH,SOUTH,0
29-11-2017,1,67,GUJARAT,WEST,107
29-11-2017,1,68,GUJARAT,WEST,11
29-11-2017,1,69,TAMIL NADU,SOUTH,0
29-11-2017,1,70,MAHARASHTRA,WEST,10
29-11-2017,1,72,PUNJAB,NORTH,15
29-11-2017,1,73,PUNJAB,NORTH,13
29-11-2017,1,74,MAHARASHTRA,WEST,31
29-11-2017,1,76,TAMIL NADU,SOUTH,10
29-11-2017,1,77,MAHARASHTRA,WEST,12
29-11-2017,1,78,MAHARASHTRA,WEST,18
29-11-2017,1,79,UTTARAKHAND,EAST,17
29-11-2017,1,82,KERALA,SOUTH,3
29-11-2017,1,84,CHHATTISGARH,CENTRAL,0
29-11-2017,1,85,MAHARASHTRA,WEST,23
29-11-2017,1,100,UTTAR PRADESH,EAST,0
29-11-2017,1,101,UTTAR PRADESH,EAST,0
29-11-2017,1,103,BIHAR,EAST,29
29-11-2017,1,104,JHARKHAND,SOUTH,10
29-11-2017,1,105,GUJARAT,WEST,8
29-11-2017,1,111,ANDHRA PRADESH,SOUTH,0
29-11-2017,1,117,MAHARASHTRA,WEST,0
29-11-2017,1,120,TRIPURA,EAST,32
29-11-2017,1,121,KARNATAKA,SOUTH,0
29-11-2017,1,135,MAHARASHTRA,WEST,135
29-11-2017,1,136,TAMIL NADU,SOUTH,66
29-11-2017,1,137,MAHARASHTRA,WEST,14
29-11-2017,1,147,MADHYA PRADESH,CENTRAL,16
